            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2453755.500000000, A.D. 2006-Jan-20 00:00:00.0000,  3.294122217252560E+09, -3.060666915732697E+09, -1.289053519659185E+07,  3.168712263687977E+05,  3.458693844618787E+05, -1.440186013813070E+04,
2453765.500000000, A.D. 2006-Jan-30 00:00:00.0000,  3.297289970080412E+09, -3.057206281161445E+09, -1.303486888669515E+07,  3.166057522809047E+05,  3.461709860848282E+05, -1.449371412120513E+04,
2453775.500000000, A.D. 2006-Feb-09 00:00:00.0000,  3.300454101788485E+09, -3.053742341304294E+09, -1.317914720848346E+07,  3.163131183272850E+05,  3.466108063829168E+05, -1.443504818813766E+04,
2453785.500000000, A.D. 2006-Feb-19 00:00:00.0000,  3.303614853548548E+09, -3.050275111218946E+09, -1.332356267580438E+07,  3.158563569878672E+05,  3.469258901651702E+05, -1.437572041385547E+04,
2453795.500000000, A.D. 2006-Mar-01 00:00:00.0000,  3.306772274654149E+09, -3.046804351049636E+09, -1.346792432884455E+07,  3.155248797274771E+05,  3.471778994239979E+05, -1.446730886150467E+04,
2453805.500000000, A.D. 2006-Mar-11 00:00:00.0000,  3.309926095119574E+09, -3.043330182103083E+09, -1.361215459479642E+07,  3.152823628606250E+05,  3.475935927114039E+05, -1.446914926963053E+04,
2453815.500000000, A.D. 2006-Mar-21 00:00:00.0000,  3.313076425695896E+09, -3.039852757804025E+09, -1.375649105106091E+07,  3.148608334474270E+05,  3.479761368106218E+05, -1.437370682372340E+04,
2453825.500000000, A.D. 2006-Mar-31 00:00:00.0000,  3.316223461949378E+09, -3.036371845283003E+09, -1.390086831516457E+07,  3.144562579306428E+05,  3.482171827372200E+05, -1.442609094987936E+04,
2453835.500000000, A.D. 2006-Apr-10 00:00:00.0000,  3.319366956633599E+09, -3.032887410297543E+09, -1.404508626974082E+07,  3.142181958362108E+05,  3.485780610011241E+05, -1.448704519019491E+04,
2453845.500000000, A.D. 2006-Apr-20 00:00:00.0000,  3.322506834906673E+09, -3.029399692092878E+09, -1.418932821549726E+07,  3.138606669783504E+05,  3.490098056159052E+05, -1.439489664904785E+04,
2453855.500000000, A.D. 2006-Apr-30 00:00:00.0000,  3.325643357677178E+09, -3.025908573849626E+09, -1.433368269042993E+07,  3.134051063686627E+05,  3.492796843748185E+05, -1.438576309262463E+04,
2453865.500000000, A.D. 2006-May-10 00:00:00.0000,  3.328776409793339E+09, -3.022413884817827E+09, -1.447791164179492E+07,  3.131243520417199E+05,  3.495753177951583E+05, -1.447995674830450E+04,
2453875.500000000, A.D. 2006-May-20 00:00:00.0000,  3.331905764630374E+09, -3.018915850771707E+09, -1.462206768799448E+07,  3.128335753055493E+05,  3.500160717861895E+05, -1.442923158018965E+04,
2453885.500000000, A.D. 2006-May-30 00:00:00.0000,  3.335031643105809E+09, -3.015414522387306E+09, -1.476635684977078E+07,  3.123713678356638E+05,  3.503422303213640E+05, -1.436196663093714E+04,
2453895.500000000, A.D. 2006-Jun-09 00:00:00.0000,  3.338154117452643E+09, -3.011909660244798E+09, -1.491060315611553E+07,  3.120197537457910E+05,  3.505902227304096E+05, -1.444950757720836E+04,
2453905.500000000, A.D. 2006-Jun-19 00:00:00.0000,  3.341272905743484E+09, -3.008401371732150E+09, -1.505470589228058E+07,  3.117714962137212E+05,  3.509983452221731E+05, -1.446079779359897E+04,
2453915.500000000, A.D. 2006-Jun-29 00:00:00.0000,  3.344388087454303E+09, -3.004889843159687E+09, -1.519890077421379E+07,  3.113487231911843E+05,  3.513877646418351E+05, -1.436274726658189E+04,
2453925.500000000, A.D. 2006-Jul-09 00:00:00.0000,  3.347499876584361E+09, -3.001374867729816E+09, -1.534314634694004E+07,  3.109250040719633E+05,  3.516269418556055E+05, -1.440624866895676E+04,
2453935.500000000, A.D. 2006-Jul-19 00:00:00.0000,  3.350608046075313E+09, -2.997856399614880E+09, -1.548723092376614E+07,  3.106746158837979E+05,  3.519731975691595E+05, -1.447422521814427E+04,
2453945.500000000, A.D. 2006-Jul-29 00:00:00.0000,  3.353712501929176E+09, -2.994334691881830E+09, -1.563132229087782E+07,  3.103200448300310E+05,  3.524037713362120E+05, -1.438596167382899E+04,
2453955.500000000, A.D. 2006-Aug-08 00:00:00.0000,  3.356813514408117E+09, -2.990809658420440E+09, -1.577553152324414E+07,  3.098535422587090E+05,  3.526747548651653E+05, -1.436683279372557E+04,
2453965.500000000, A.D. 2006-Aug-18 00:00:00.0000,  3.359911005956598E+09, -2.987281119264202E+09, -1.591962463899088E+07,  3.095577494540057E+05,  3.529547112430274E+05, -1.446270412292549E+04,
2453975.500000000, A.D. 2006-Aug-28 00:00:00.0000,  3.363004750906923E+09, -2.983749290115961E+09, -1.606363181785393E+07,  3.092719947705885E+05,  3.533868625052398E+05, -1.442080142750106E+04,
2453985.500000000, A.D. 2006-Sep-07 00:00:00.0000,  3.366094967025136E+09, -2.980214236301236E+09, -1.620777032306361E+07,  3.088101770023748E+05,  3.537177002588676E+05, -1.434657242241703E+04,
2453995.500000000, A.D. 2006-Sep-17 00:00:00.0000,  3.369181755932867E+09, -2.976675708187826E+09, -1.635188076505351E+07,  3.084442511892698E+05,  3.539568652393637E+05, -1.442955621012061E+04,
2454005.500000000, A.D. 2006-Sep-27 00:00:00.0000,  3.372264840715327E+09, -2.973133786128009E+09, -1.649584124696708E+07,  3.081965116797687E+05,  3.543528113817986E+05, -1.445064512221701E+04,
2454015.500000000, A.D. 2006-Oct-07 00:00:00.0000,  3.375344278923160E+09, -2.969588665657484E+09, -1.663988334477925E+07,  3.077809843430402E+05,  3.547470158896005E+05, -1.435142444470952E+04,
2454025.500000000, A.D. 2006-Oct-17 00:00:00.0000,  3.378420301506021E+09, -2.966040144880062E+09, -1.678398933865523E+07,  3.073463381494144E+05,  3.549859097651456E+05, -1.438597192724615E+04,
2454035.500000000, A.D. 2006-Oct-27 00:00:00.0000,  3.381492697639925E+09, -2.962488146056532E+09, -1.692793719986892E+07,  3.070891615470418E+05,  3.553199571174850E+05, -1.446054064104818E+04,
2454045.500000000, A.D. 2006-Nov-06 00:00:00.0000,  3.384561343887761E+09, -2.958932917005083E+09, -1.707187644538784E+07,  3.067427752177470E+05,  3.557523124345508E+05, -1.437720950377073E+04,
2454055.500000000, A.D. 2006-Nov-16 00:00:00.0000,  3.387626504447649E+09, -2.955374391840712E+09, -1.721593868834782E+07,  3.062705292230395E+05,  3.560299458921427E+05, -1.434834324817648E+04,
2454065.500000000, A.D. 2006-Nov-26 00:00:00.0000,  3.390688128006708E+09, -2.951812370814647E+09, -1.735989528279042E+07,  3.059616015156421E+05,  3.563012389186072E+05, -1.444477743631191E+04,
2454075.500000000, A.D. 2006-Dec-06 00:00:00.0000,  3.393745967690835E+09, -2.948247045890369E+09, -1.750375116778076E+07,  3.056795244372993E+05,  3.567305531408231E+05, -1.441172513850550E+04,
2454085.500000000, A.D. 2006-Dec-16 00:00:00.0000,  3.396800208891740E+09, -2.944678505075916E+09, -1.764773119529784E+07,  3.052166495434365E+05,  3.570713174380733E+05, -1.433085975074213E+04,
2454095.500000000, A.D. 2006-Dec-26 00:00:00.0000,  3.399850968698862E+09, -2.941106504872614E+09, -1.779169409589863E+07,  3.048330538249030E+05,  3.573066904546144E+05, -1.440799097546189E+04,
2454105.500000000, A.D. 2007-Jan-05 00:00:00.0000,  3.402897967975010E+09, -2.937531109068221E+09, -1.793549763232148E+07,  3.045802933380345E+05,  3.576926853405301E+05, -1.443817902447396E+04,
2454115.500000000, A.D. 2007-Jan-15 00:00:00.0000,  3.405941233405281E+09, -2.933952534675983E+09, -1.807936655656505E+07,  3.041675311020977E+05,  3.580923292152915E+05, -1.433831798297246E+04,
2454125.500000000, A.D. 2007-Jan-25 00:00:00.0000,  3.408981006573739E+09, -2.930370603585623E+09, -1.822330714785957E+07,  3.037175623099647E+05,  3.583313600371982E+05, -1.436310930515180E+04,
2454135.500000000, A.D. 2007-Feb-04 00:00:00.0000,  3.412017096714058E+09, -2.926785225166776E+09, -1.836708988759005E+07,  3.034479284665933E+05,  3.586507801691295E+05, -1.444315826151864E+04,
2454145.500000000, A.D. 2007-Feb-14 00:00:00.0000,  3.415049362404239E+09, -2.923196656602790E+09, -1.851084574425781E+07,  3.031064602970374E+05,  3.590801490025583E+05, -1.436541445331604E+04,
2454155.500000000, A.D. 2007-Feb-24 00:00:00.0000,  3.418078075073195E+09, -2.919604859175326E+09, -1.865472653041208E+07,  3.026277212162465E+05,  3.593612436197515E+05, -1.432692090111921E+04,
2454165.500000000, A.D. 2007-Mar-06 00:00:00.0000,  3.421103216263594E+09, -2.916009616986161E+09, -1.879851119748580E+07,  3.023035777239727E+05,  3.596199457142240E+05, -1.442277153408676E+04,
2454175.500000000, A.D. 2007-Mar-16 00:00:00.0000,  3.424124530647012E+09, -2.912411107772810E+09, -1.894218077704358E+07,  3.020246475580644E+05,  3.600399332710859E+05, -1.439896495232045E+04,
2454185.500000000, A.D. 2007-Mar-26 00:00:00.0000,  3.427142190622345E+09, -2.908809443855050E+09, -1.908596744294667E+07,  3.015640741923747E+05,  3.603855018635356E+05, -1.431248693706297E+04,
2454195.500000000, A.D. 2007-Apr-05 00:00:00.0000,  3.430156345477403E+09, -2.905204382286667E+09, -1.922975075336075E+07,  3.011668955031697E+05,  3.606140661193090E+05, -1.438326345638458E+04,
2454205.500000000, A.D. 2007-Apr-15 00:00:00.0000,  3.433166729773062E+09, -2.901595957502141E+09, -1.937337044057155E+07,  3.009130093156756E+05,  3.609869603966660E+05, -1.442261528112920E+04,
2454215.500000000, A.D. 2007-Apr-25 00:00:00.0000,  3.436173348019413E+09, -2.897984391130345E+09, -1.951704277052224E+07,  3.005092175956744E+05,  3.613903640460304E+05, -1.432355686717660E+04,
2454225.500000000, A.D. 2007-May-05 00:00:00.0000,  3.439176455072381E+09, -2.894369514865981E+09, -1.966079846665001E+07,  3.000509202814905E+05,  3.616310298084507E+05, -1.433881383989531E+04,
2454235.500000000, A.D. 2007-May-15 00:00:00.0000,  3.442175886043977E+09, -2.890751208418747E+09, -1.980440330429578E+07,  2.997743854970055E+05,  3.619386011909436E+05, -1.442405079855992E+04,
2454245.500000000, A.D. 2007-May-25 00:00:00.0000,  3.445171480064673E+09, -2.887129709575384E+09, -1.994796758312345E+07,  2.994428386547429E+05,  3.623694873371288E+05, -1.435304173681325E+04,
2454255.500000000, A.D. 2007-Jun-04 00:00:00.0000,  3.448163491811949E+09, -2.883504987284041E+09, -2.009165981957591E+07,  2.989615393284194E+05,  3.626609097595375E+05, -1.430551827185594E+04,
2454265.500000000, A.D. 2007-Jun-14 00:00:00.0000,  3.451151917093984E+09, -2.879876807600493E+09, -2.023526824616957E+07,  2.986231731663233E+05,  3.629144044702919E+05, -1.440000454760159E+04,
2454275.500000000, A.D. 2007-Jun-24 00:00:00.0000,  3.454136480279841E+09, -2.876245326403532E+09, -2.037874958285749E+07,  2.983461994634771E+05,  3.633315208298676E+05, -1.438577170738707E+04,
2454285.500000000, A.D. 2007-Jul-04 00:00:00.0000,  3.457117319436807E+09, -2.872610675121231E+09, -2.052233968519533E+07,  2.978863590508161E+05,  3.636892191975894E+05, -1.429447163307339E+04,
2454295.500000000, A.D. 2007-Jul-14 00:00:00.0000,  3.460094592639795E+09, -2.868972616409833E+09, -2.066593879534757E+07,  2.974712090227532E+05,  3.639188367589558E+05, -1.435793859907845E+04,
2454305.500000000, A.D. 2007-Jul-24 00:00:00.0000,  3.463068029790589E+09, -2.865331164728426E+09, -2.080936902142680E+07,  2.972084278373353E+05,  3.642837706766704E+05, -1.440571541746926E+04,
2454315.500000000, A.D. 2007-Aug-03 00:00:00.0000,  3.466037596319646E+09, -2.861686560889131E+09, -2.095283516531575E+07,  2.968060315779449E+05,  3.646938717516306E+05, -1.430807211871917E+04,
2454325.500000000, A.D. 2007-Aug-13 00:00:00.0000,  3.469003549660714E+09, -2.858038667086157E+09, -2.109639181470501E+07,  2.963319651783465E+05,  3.649390979638473E+05, -1.431321310540770E+04,
2454335.500000000, A.D. 2007-Aug-23 00:00:00.0000,  3.471965744861436E+09, -2.854387347874304E+09, -2.123980128875089E+07,  2.960380373618949E+05,  3.652355932858234E+05, -1.440220488462417E+04,
2454345.500000000, A.D. 2007-Sep-02 00:00:00.0000,  3.474923990515701E+09, -2.850732843442181E+09, -2.138315102268398E+07,  2.957057943471811E+05,  3.656642355728989E+05, -1.433810413156260E+04,
2454355.500000000, A.D. 2007-Sep-12 00:00:00.0000,  3.477878526328856E+09, -2.847075163722472E+09, -2.152662551446342E+07,  2.952140932409441E+05,  3.659606769206067E+05, -1.428162781285276E+04,
2454365.500000000, A.D. 2007-Sep-22 00:00:00.0000,  3.480829377688938E+09, -2.843414082606035E+09, -2.167002555164707E+07,  2.948538875593784E+05,  3.662020025863486E+05, -1.437348463426281E+04,
2454375.500000000, A.D. 2007-Oct-02 00:00:00.0000,  3.483776269020158E+09, -2.839749750581022E+09, -2.181328488699865E+07,  2.945724963195748E+05,  3.666060449319046E+05, -1.436875033803782E+04,
2454385.500000000, A.D. 2007-Oct-12 00:00:00.0000,  3.486719323684400E+09, -2.836082331153411E+09, -2.195664175104856E+07,  2.941110682768609E+05,  3.669650589046692E+05, -1.427343822374950E+04,
2454395.500000000, A.D. 2007-Oct-22 00:00:00.0000,  3.489658731141388E+09, -2.832411604505868E+09, -2.210001939395285E+07,  2.936777725290401E+05,  3.671854772777266E+05, -1.432896658515502E+04,
2454405.500000000, A.D. 2007-Nov-01 00:00:00.0000,  3.492594247144992E+09, -2.828737569335599E+09, -2.224322572767079E+07,  2.934074313984218E+05,  3.675308299911568E+05, -1.438486482855739E+04,
2454415.500000000, A.D. 2007-Nov-11 00:00:00.0000,  3.495525830421326E+09, -2.825060476580524E+09, -2.238645359906828E+07,  2.930122016945694E+05,  3.679371516403985E+05, -1.428990603649192E+04,
2454425.500000000, A.D. 2007-Nov-21 00:00:00.0000,  3.498453760108111E+09, -2.821380199518112E+09, -2.252978094548297E+07,  2.925301224524864E+05,  3.681801442708982E+05, -1.428510999313015E+04,
2454435.500000000, A.D. 2007-Dec-01 00:00:00.0000,  3.501377923111784E+09, -2.817696574931369E+09, -2.267296917005897E+07,  2.922261704093463E+05,  3.684592597513678E+05, -1.437729156671224E+04,
2454445.500000000, A.D. 2007-Dec-11 00:00:00.0000,  3.504298117192761E+09, -2.814009828565636E+09, -2.281608322653663E+07,  2.919027786059423E+05,  3.688801347144292E+05, -1.432120530462564E+04,
2454455.500000000, A.D. 2007-Dec-21 00:00:00.0000,  3.507214578077237E+09, -2.810319985763817E+09, -2.295932216331232E+07,  2.914126595362328E+05,  3.691801549248615E+05, -1.425681704203710E+04,
2454465.500000000, A.D. 2007-Dec-31 00:00:00.0000,  3.510127363852211E+09, -2.806626802405761E+09, -2.310250105944371E+07,  2.910412204389439E+05,  3.694111816497464E+05, -1.434552750347684E+04,
2454475.500000000, A.D. 2008-Jan-10 00:00:00.0000,  3.513036197323526E+09, -2.802930395272038E+09, -2.324553073390448E+07,  2.907643875091709E+05,  3.698049363792092E+05, -1.435068443580238E+04,
2454485.500000000, A.D. 2008-Jan-20 00:00:00.0000,  3.515941175040381E+09, -2.799230934798422E+09, -2.338864854316652E+07,  2.903108110837559E+05,  3.701705998091122E+05, -1.425259756949652E+04,
2454495.500000000, A.D. 2008-Jan-30 00:00:00.0000,  3.518842501882305E+09, -2.795528201992573E+09, -2.353180081023550E+07,  2.898671471884414E+05,  3.703903109421914E+05, -1.429980929623470E+04,
2454505.500000000, A.D. 2008-Feb-09 00:00:00.0000,  3.521739946399879E+09, -2.791822159693421E+09, -2.367478212403965E+07,  2.895933049748887E+05,  3.707256100108043E+05, -1.436325046073887E+04,
2454515.500000000, A.D. 2008-Feb-19 00:00:00.0000,  3.524633430973705E+09, -2.788113047973707E+09, -2.381776885599363E+07,  2.892067743690705E+05,  3.711379637220341E+05, -1.427167209950527E+04,
2454525.500000000, A.D. 2008-Feb-29 00:00:00.0000,  3.527523219376938E+09, -2.784400755332088E+09, -2.396085995560384E+07,  2.887164012873345E+05,  3.713891815473863E+05, -1.425664915291340E+04,
2454535.500000000, A.D. 2008-Mar-10 00:00:00.0000,  3.530409209658007E+09, -2.780685101773222E+09, -2.410381803288817E+07,  2.883983805093350E+05,  3.716602316716682E+05, -1.435068747267438E+04,
2454545.500000000, A.D. 2008-Mar-20 00:00:00.0000,  3.533291170397587E+09, -2.776966305372257E+09, -2.424668419438553E+07,  2.880779336841488E+05,  3.720801167292336E+05, -1.430272999357994E+04,
2454555.500000000, A.D. 2008-Mar-30 00:00:00.0000,  3.536169311553921E+09, -2.773244421141423E+09, -2.438966936209130E+07,  2.875834439141979E+05,  3.723899841883586E+05, -1.423058149510569E+04,
2454565.500000000, A.D. 2008-Apr-09 00:00:00.0000,  3.539043708279173E+09, -2.769519209225588E+09, -2.453260453437591E+07,  2.871924295066344E+05,  3.726154347835290E+05, -1.431474013101848E+04,
2454575.500000000, A.D. 2008-Apr-19 00:00:00.0000,  3.541914075917611E+09, -2.765790775449087E+09, -2.467537875308609E+07,  2.869104256670200E+05,  3.729994135622936E+05, -1.432932335368440E+04,
2454585.500000000, A.D. 2008-Apr-29 00:00:00.0000,  3.544780484517856E+09, -2.762059320674105E+09, -2.481822703700149E+07,  2.864574658792400E+05,  3.733702501687303E+05, -1.422917239437759E+04,
2454595.500000000, A.D. 2008-May-09 00:00:00.0000,  3.547643161139487E+09, -2.758324645262241E+09, -2.496112008062291E+07,  2.859967182790514E+05,  3.735881177499902E+05, -1.426728751528607E+04,
2454605.500000000, A.D. 2008-May-19 00:00:00.0000,  3.550501890848465E+09, -2.754586690174136E+09, -2.510384100065339E+07,  2.857109515343941E+05,  3.739089884955318E+05, -1.433735525206631E+04,
2454615.500000000, A.D. 2008-May-29 00:00:00.0000,  3.553356569250091E+09, -2.750845706478111E+09, -2.524654923737252E+07,  2.853276359130341E+05,  3.743199997709997E+05, -1.425002243639016E+04,
2454625.500000000, A.D. 2008-Jun-08 00:00:00.0000,  3.556207464677081E+09, -2.747101614233608E+09, -2.538936579946601E+07,  2.848268472779114E+05,  3.745728776643081E+05, -1.422499037444565E+04,
2454635.500000000, A.D. 2008-Jun-18 00:00:00.0000,  3.559054509441974E+09, -2.743354222692093E+09, -2.553205829005456E+07,  2.844930038104491E+05,  3.748289712416699E+05, -1.432010702106948E+04,
2454645.500000000, A.D. 2008-Jun-28 00:00:00.0000,  3.561897465361797E+09, -2.739603738977215E+09, -2.567464460599518E+07,  2.841757220087912E+05,  3.752398983013436E+05, -1.428104701466427E+04,
2454655.500000000, A.D. 2008-Jul-08 00:00:00.0000,  3.564736532798841E+09, -2.735850241643100E+09, -2.581734631038582E+07,  2.836805537997977E+05,  3.755535365788804E+05, -1.420222545477583E+04,
2454665.500000000, A.D. 2008-Jul-18 00:00:00.0000,  3.567571819393064E+09, -2.732093488391460E+09, -2.596001286767030E+07,  2.832742428399232E+05,  3.757691854479364E+05, -1.428143441698540E+04,
2454675.500000000, A.D. 2008-Jul-28 00:00:00.0000,  3.570403052080731E+09, -2.728333559221324E+09, -2.610251344666636E+07,  2.829918857277524E+05,  3.761394726309120E+05, -1.430583551229137E+04,
2454685.500000000, A.D. 2008-Aug-07 00:00:00.0000,  3.573230283312621E+09, -2.724570658143443E+09, -2.624507787480640E+07,  2.825460068748473E+05,  3.765145459557927E+05, -1.420502754378995E+04,
2454695.500000000, A.D. 2008-Aug-17 00:00:00.0000,  3.576053751027449E+09, -2.720804585328786E+09, -2.638769988568115E+07,  2.820735025764709E+05,  3.767322985711493E+05, -1.423394427901616E+04,
2454705.500000000, A.D. 2008-Aug-27 00:00:00.0000,  3.578873251778191E+09, -2.717035251884379E+09, -2.653015302440643E+07,  2.817790831253215E+05,  3.770403680369555E+05, -1.431022405032032E+04,
2454715.500000000, A.D. 2008-Sep-06 00:00:00.0000,  3.581688650893075E+09, -2.713262904583897E+09, -2.667257776025605E+07,  2.814023544101454E+05,  3.774522472072885E+05, -1.422820868222298E+04,
2454725.500000000, A.D. 2008-Sep-16 00:00:00.0000,  3.584500206752101E+09, -2.709487483068488E+09, -2.681511474843454E+07,  2.808941952244900E+05,  3.777115915473750E+05, -1.419344930270173E+04,
2454735.500000000, A.D. 2008-Sep-26 00:00:00.0000,  3.587307870177251E+09, -2.705708780454789E+09, -2.695753756581140E+07,  2.805441686074827E+05,  3.779579267007326E+05, -1.428856419308736E+04,
2454745.500000000, A.D. 2008-Oct-06 00:00:00.0000,  3.590111380665059E+09, -2.701926990098442E+09, -2.709983940301645E+07,  2.802277230542093E+05,  3.783633444205821E+05, -1.425855399306936E+04,
2454755.500000000, A.D. 2008-Oct-16 00:00:00.0000,  3.592910910756914E+09, -2.698142219560875E+09, -2.724224926318777E+07,  2.797299788678271E+05,  3.786842579777665E+05, -1.417354570683530E+04,
2454765.500000000, A.D. 2008-Oct-26 00:00:00.0000,  3.595706589668571E+09, -2.694354235427702E+09, -2.738463606708848E+07,  2.793049106696371E+05,  3.788939310864066E+05, -1.424662814383278E+04,
2454775.500000000, A.D. 2008-Nov-05 00:00:00.0000,  3.598498147165276E+09, -2.690563095464543E+09, -2.752684896978688E+07,  2.790157364416255E+05,  3.792521652193855E+05, -1.428003346656868E+04,
2454785.500000000, A.D. 2008-Nov-15 00:00:00.0000,  3.601285599621970E+09, -2.686769021793596E+09, -2.766910888446295E+07,  2.785708677425790E+05,  3.796303843990312E+05, -1.417901385831055E+04,
2454795.500000000, A.D. 2008-Nov-25 00:00:00.0000,  3.604069191569901E+09, -2.682971843546485E+09, -2.781143330352020E+07,  2.780814528394658E+05,  3.798460794234058E+05, -1.419797354470466E+04,
2454805.500000000, A.D. 2008-Dec-05 00:00:00.0000,  3.606848741298331E+09, -2.679171462352528E+09, -2.795358929185796E+07,  2.777723539344470E+05,  3.801368255010726E+05, -1.427928702889227E+04,
2454815.500000000, A.D. 2008-Dec-15 00:00:00.0000,  3.609624095619276E+09, -2.675368134048925E+09, -2.809569755873930E+07,  2.773981560852678E+05,  3.805425161375664E+05, -1.420309139486070E+04,
2454825.500000000, A.D. 2008-Dec-25 00:00:00.0000,  3.612395514402380E+09, -2.671561832113420E+09, -2.823791786976707E+07,  2.768814962040801E+05,  3.808015558678120E+05, -1.415872973105354E+04,
2454835.500000000, A.D. 2009-Jan-04 00:00:00.0000,  3.615162985270911E+09, -2.667752345935435E+09, -2.838003327988732E+07,  2.765145453662654E+05,  3.810306477006440E+05, -1.425277152339609E+04,
2454845.500000000, A.D. 2009-Jan-14 00:00:00.0000,  3.617926250358708E+09, -2.663939859410891E+09, -2.852201395435965E+07,  2.762003549260857E+05,  3.814212085493666E+05, -1.423218568022323E+04,
2454855.500000000, A.D. 2009-Jan-24 00:00:00.0000,  3.620685480079453E+09, -2.660124503856185E+09, -2.866409566569281E+07,  2.757059091065877E+05,  3.817421974950875E+05, -1.414203148920652E+04,
2454865.500000000, A.D. 2009-Feb-03 00:00:00.0000,  3.623440841749101E+09, -2.656306039406828E+09, -2.880616831595612E+07,  2.752681415654952E+05,  3.819415196619174E+05, -1.420837611917159E+04,
2454875.500000000, A.D. 2009-Feb-13 00:00:00.0000,  3.626192078619453E+09, -2.652484490589892E+09, -2.894806297843158E+07,  2.749780247967012E+05,  3.822825157241861E+05, -1.425071068732384E+04,
2454885.500000000, A.D. 2009-Feb-23 00:00:00.0000,  3.628939186962322E+09, -2.648660084082168E+09, -2.908999098068559E+07,  2.745432928986259E+05,  3.826603113311391E+05, -1.415092074672687E+04,
2454895.500000000, A.D. 2009-Mar-05 00:00:00.0000,  3.631682427635783E+09, -2.644832657108711E+09, -2.923199417439282E+07,  2.740473092255383E+05,  3.828745170064202E+05, -1.416017846900585E+04,
2454905.500000000, A.D. 2009-Mar-15 00:00:00.0000,  3.634421645227497E+09, -2.641002077333563E+09, -2.937383557238305E+07,  2.737319411579682E+05,  3.831502663215752E+05, -1.424614065379667E+04,
2454915.500000000, A.D. 2009-Mar-25 00:00:00.0000,  3.637156664823813E+09, -2.637168582531501E+09, -2.951561457933497E+07,  2.733685124198576E+05,  3.835532722245846E+05, -1.417696165803651E+04,
2454925.500000000, A.D. 2009-Apr-04 00:00:00.0000,  3.639887734084920E+09, -2.633332158637925E+09, -2.965750791790938E+07,  2.728516786769138E+05,  3.838189031206624E+05, -1.412381406068035E+04,
2454935.500000000, A.D. 2009-Apr-14 00:00:00.0000,  3.642614863327397E+09, -2.629492576040265E+09, -2.979930984814477E+07,  2.724731876550494E+05,  3.840395540878539E+05, -1.421613204241892E+04,
2454945.500000000, A.D. 2009-Apr-24 00:00:00.0000,  3.645337783992666E+09, -2.625649988425094E+09, -2.994096684647286E+07,  2.721639492118597E+05,  3.844246019436814E+05, -1.420530842634025E+04,
2454955.500000000, A.D. 2009-May-04 00:00:00.0000,  3.648056631756943E+09, -2.621804532518592E+09, -3.008271653983021E+07,  2.716734515098825E+05,  3.847564538708354E+05, -1.411077492578577E+04,
2454965.500000000, A.D. 2009-May-14 00:00:00.0000,  3.650771575433780E+09, -2.617955968872286E+09, -3.022446938248265E+07,  2.712202789435645E+05,  3.849562827821838E+05, -1.416946850984786E+04,
2454975.500000000, A.D. 2009-May-24 00:00:00.0000,  3.653482351597516E+09, -2.614104299440950E+09, -3.036603962510157E+07,  2.709229527508494E+05,  3.852885329935526E+05, -1.422000061558353E+04,
2454985.500000000, A.D. 2009-Jun-03 00:00:00.0000,  3.656188914946576E+09, -2.610249764299788E+09, -3.050762592269921E+07,  2.704913946317059E+05,  3.856727149999996E+05, -1.412205449002284E+04,
2454995.500000000, A.D. 2009-Jun-13 00:00:00.0000,  3.658891519598152E+09, -2.606392227504153E+09, -3.064929313692939E+07,  2.699806752452378E+05,  3.858918513165670E+05, -1.412103046228600E+04,
2455005.500000000, A.D. 2009-Jun-23 00:00:00.0000,  3.661590022206687E+09, -2.602531547036890E+09, -3.079080204895186E+07,  2.696478213141856E+05,  3.861558148001904E+05, -1.421027303633491E+04,
2455015.500000000, A.D. 2009-Jul-03 00:00:00.0000,  3.664284219003152E+09, -2.598667967860422E+09, -3.093222964937246E+07,  2.692840054056900E+05,  3.865551301884495E+05, -1.414837320587986E+04,
2455025.500000000, A.D. 2009-Jul-13 00:00:00.0000,  3.666974344675007E+09, -2.594801517762178E+09, -3.107376845873702E+07,  2.687581622960441E+05,  3.868250119161747E+05, -1.408661846324881E+04,
2455035.500000000, A.D. 2009-Jul-23 00:00:00.0000,  3.669660442013597E+09, -2.590931970964324E+09, -3.121522646469438E+07,  2.683586699242218E+05,  3.870337383357921E+05, -1.417588889336575E+04,
2455045.500000000, A.D. 2009-Aug-02 00:00:00.0000,  3.672342237829957E+09, -2.587059467742899E+09, -3.135652651292896E+07,  2.680444990531907E+05,  3.874056292162288E+05, -1.417456118018574E+04,
2455055.500000000, A.D. 2009-Aug-12 00:00:00.0000,  3.675019843908290E+09, -2.583184177627964E+09, -3.149790689291477E+07,  2.675520635268222E+05,  3.877385855078566E+05, -1.407640863587037E+04,
2455065.500000000, A.D. 2009-Aug-22 00:00:00.0000,  3.677693455719886E+09, -2.579305883020986E+09, -3.163930150326633E+07,  2.670800379687149E+05,  3.879292778750627E+05, -1.412679990200281E+04,
2455075.500000000, A.D. 2009-Sep-01 00:00:00.0000,  3.680362833133556E+09, -2.575424570845361E+09, -3.178051103970361E+07,  2.667731757358563E+05,  3.882414309548609E+05, -1.418508847847549E+04,
2455085.500000000, A.D. 2009-Sep-11 00:00:00.0000,  3.683027916058202E+09, -2.571540493549804E+09, -3.192172065247405E+07,  2.663463960063790E+05,  3.886203520802929E+05, -1.409015697114115E+04,
